,SMILES,Solubility,MolLogP,MolMR,HeavyAtomCount,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,TPSA,LabuteASA,BertzCT,MolWt,NumHDonors,NumHAcceptors,MinPartialCharge,MaxPartialCharge
23,[Zn++].CC(=C)C([O-])=O,-2.3632080977000003,-0.6901000000000002,19.820999999999994,7.0,1.0,34.0,0.0,40.13,54.98355823363974,75.69058447171099,150.47199999999998,0,2,-0.5452007753072629,2.0
24,CCNCC(O)c1cccc(O)c1,-3.4541026398000003,1.0351,51.61030000000003,13.0,4.0,72.0,1.0,52.49,78.02950126508347,262.8565878189707,181.23499999999999,3,3,-0.507954649675996,0.11544878889091659
25,[Zn++].CCC(C)O[P]([S-])(=S)OC(C)CC(C)C.CCC(C)O[P]([S-])(=S)OC(C)CC(C)C,-2.9908768679000004,8.045700000000007,144.97999999999985,31.0,14.0,184.0,0.0,36.92,226.41030957869867,495.3092236814911,604.1740000000001,0,8,-0.6913386528496235,2.0
26,ClCc1ccc(Cl)cc1Cl,-3.5129421932,3.7322000000000015,46.01900000000001,10.0,1.0,54.0,1.0,0.0,74.70614391453859,232.29287048965844,195.476,0,0,-0.12149338685586887,0.04883394003145976
27,CC1(C)C2CCC(=C)C1C2,-4.2923134549,2.9987000000000013,43.75200000000002,10.0,0.0,56.0,0.0,0.0,63.322464718156304,174.47733175670794,136.238,0,0,-0.09956033328791052,-0.014905781855990823
28,CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCO,-4.8091341894,4.635500000000003,116.09770000000007,27.0,19.0,162.0,0.0,95.58,167.3590060365599,305.9330151827408,386.6210000000001,4,4,-0.4812303897852169,0.3028395565321945
29,CCCCCCCCCCCCOC(=O)C(C)O,-4.6341446203,3.831300000000003,74.48380000000006,18.0,12.0,108.0,0.0,46.53,111.91774171112876,190.1777353463783,258.40199999999993,1,3,-0.4637840155179708,0.33415777601169305
30,NO,-0.763033718,-0.6657000000000002,5.9739,2.0,0.0,14.0,0.0,46.25,12.462471862119653,2.0,33.03,2,2,-0.31964179155010713,-0.2188865149910306
31,C=CC(=O)OCCOc1ccccc1,-2.5636257131,1.7946,53.09300000000003,14.0,5.0,74.0,1.0,35.53,82.95512321835328,292.660770563408,192.21400000000003,0,3,-0.49004409111947334,0.32976333329028584
32,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.Oc2ccc(c3ccccc23)[S]([O-])(=O)=O,-2.6418192727000003,6.85320000000001,143.3073999999999,35.0,12.0,192.0,3.0,77.43,211.31291541701668,1108.112313870373,499.71700000000016,1,4,-0.7440194272414925,0.12455024866017399
33,OC(=O)CCCCCCCCC=C,-3.5528261452,3.3778000000000024,54.76880000000004,13.0,9.0,76.0,0.0,37.3,80.65482499185117,141.0257051333355,184.27899999999997,1,1,-0.481230389785217,0.3028395565321837
34,C[N+](C)(CCCN[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,-4.0571851475,2.2511,88.66290000000001,35.0,14.0,210.0,0.0,86.30000000000001,189.23659995248465,857.4056776910804,570.3679999999999,1,4,-0.5441154963436847,0.4596472941871335
35,CCC(Cc1ccccc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-4.7932278922,3.6590000000000025,110.65950000000008,27.0,7.0,144.0,2.0,32.78,162.29176410035188,736.7334819718303,366.50500000000017,0,4,-0.37777781997653254,0.1828770000520716
36,CC(C)CCCCCCc1ccc(O)cc1,-4.587250024599999,4.541200000000005,69.73380000000004,16.0,7.0,90.0,1.0,20.23,99.51011590126248,273.99135499381475,220.35600000000002,1,1,-0.5079666452523371,0.11509484011770371
37,CC(=C)c1cccc(c1)C(C)=C,-4.4511392252,3.7528000000000015,55.85800000000003,12.0,2.0,62.0,1.0,0.0,74.24184974150809,289.3151246505104,158.24399999999994,0,0,-0.09551580577259973,-0.02271962985744261
38,[Mo],-4.2038484637,-33.28607623075923,0.0,1.0,0.0,6.0,0.0,0.0,21.756565851685,0.0,95.94,0,0,0.0,0.0
40,Cc1ccc(cc1)C(C)(C)C,-4.4720217682,3.292520000000001,49.87900000000003,11.0,0.0,60.0,1.0,0.0,69.25611369147998,223.21037742768323,148.249,0,0,-0.05903159393535443,-0.013185088635292296
41,OC(=O)C1CCCCC1,-1.445031941,1.6513,34.21079999999999,9.0,1.0,52.0,0.0,37.3,54.87882841291975,103.48377837619049,128.17100000000002,1,1,-0.4810264618631636,0.30598714269546706
43,C(CCCN=C\C=C\c1ccccc1)CCN=C/C=C/c2ccccc2,-3.8937390711,6.115200000000006,116.13800000000003,26.0,11.0,134.0,2.0,24.72,157.27924160567198,634.005206577911,344.502,0,2,-0.29318771977834607,0.03887679299441793
44,CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.973715535399999,9.583999999999996,198.0615999999994,49.0,8.0,256.0,6.0,101.88,289.349168262918,1937.716888128168,658.8910000000001,2,8,-0.5053122017763846,0.14613186899091052
45,[Cl-].CCN(CC[N+](C)(C)C)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-3.0386996230000003,-29.006619243366785,109.51080000000007,28.0,8.0,152.0,2.0,71.1,176.32884399975933,820.0639648889835,426.3480000000001,0,5,-1.0,0.27057575830085834
46,C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954,2.635600000000001,67.86900000000003,16.0,2.0,84.0,2.0,25.36,102.55888264235138,446.544227692605,252.364,0,5,-0.378716834559016,0.16578623033338286
47,CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,-2.5936884915,2.2099,43.27300000000001,11.0,0.0,62.0,0.0,12.53,68.11978182631822,216.15777938858872,152.237,0,1,-0.36602742317148634,0.09532994165581082
50,CCCN(CCC)C(=O)SCC,-2.7031744039,2.9815000000000014,55.68300000000004,12.0,5.0,72.0,0.0,20.31,79.70325373861478,121.69694286392864,189.32399999999998,0,2,-0.3336321480002295,0.2811170352754808
51,C1CC(CCC1COCC2CO2)COCC3CO3,-1.8357972344,1.6236,66.56600000000006,18.0,8.0,104.0,0.0,43.52,108.92018597242529,216.178546460492,256.342,0,4,-0.37837502493081737,0.10422009325202268
52,CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-3.9054642035,1.94622,85.70370000000004,21.0,4.0,122.0,1.0,88.48,126.9251357998572,473.3909247801034,298.427,3,5,-0.42511995877470626,0.2828019272984308
54,O=[P+]1Oc2ccccc2c3ccccc13,-1.7796231349,4.328400000000002,61.32650000000002,15.0,0.0,72.0,3.0,30.21,86.97796986821221,700.3760069281869,215.16799999999998,0,2,-0.2495749454251941,0.5974043474929825
55,C=COC(=O)c1ccccc1,-2.6229591952,1.9869,42.054500000000026,11.0,2.0,56.0,1.0,26.3,65.11169376005317,251.5250600730737,148.16099999999997,0,2,-0.4315301271227202,0.34241261936247813
56,COC(=O)c1ccc(cc1)C(C)(C)C,-3.7398163758,2.770700000000001,56.48150000000004,14.0,1.0,76.0,1.0,26.3,84.89612313542725,317.1701202996886,192.25799999999998,0,2,-0.4654175213069768,0.33734177237396396
57,Cc1cccc(CC(C)(C)CO)c1,-2.8265354685000004,2.556020000000001,55.74980000000004,13.0,3.0,72.0,1.0,20.23,1497.5714014278285,276.2078950935822,178.275,1,1,-0.3958081031877842,0.048481775638701756
58,CC(=O)OC\C=C(C)/CCC=C(C)C,-3.7549532157,3.242200000000002,59.05500000000004,14.0,5.0,80.0,0.0,26.3,86.64947555137438,232.70628424348945,196.29,0,2,-0.46163539054135816,0.3024398641460864
59,CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,-2.6959998037,2.3612,49.78080000000004,12.0,2.0,68.0,0.0,20.23,74.48164058474893,215.0440022382592,166.264,1,1,-0.396043557088645,0.04678053313871883
60,CC1CC(=O)CC(C)(C)C1,-1.6471414632,2.401700000000001,41.80300000000001,10.0,0.0,58.0,0.0,17.07,62.81447888951695,146.80725598781606,140.22599999999997,0,1,-0.29968403952330397,0.133209792947377
61,C=CC(=O)OCCOc1ccccc1c2ccccc2,-4.918558166034787,3.4616000000000016,78.52900000000004,20.0,6.0,102.0,2.0,35.53,118.01221742441732,575.7988048405728,268.312,0,3,-0.4893896539517861,0.3297633333076916
62,SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.1231687481,1.4251999999999998,120.14900000000004,29.0,16.0,168.0,0.0,105.20000000000002,192.2988608299848,436.0525055103621,488.67100000000033,4,12,-0.46463867056840347,0.306134914305033
63,Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,-4.952868802799999,4.657380000000004,87.28960000000004,21.0,2.0,112.0,2.0,40.46,126.63155963072929,591.197920970157,284.399,2,2,-0.5074070147916012,0.12090503754299954
64,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.4730005799,18.769099999999984,270.43599999999896,63.0,53.0,374.0,0.0,78.9,393.0012114226912,885.5832274818622,891.500999999999,0,6,-0.46157989624349244,0.3058071716549481
65,CCOC(=O)CC(C)CC(C)(C)C,-3.8230431676,3.0119000000000016,54.48600000000005,13.0,4.0,78.0,0.0,26.3,81.66373950134626,155.96343903735325,186.29499999999996,0,2,-0.46596175693204167,0.3055394407200348
66,[Ca++].[O-][Si]([O-])=O,-2.6500869941,-3.2584,12.1945,5.0,0.0,24.0,0.0,63.19,60.5296530330518,29.87430298092722,116.161,0,3,-0.6723890340062544,2.0
67,CCc1ccc(C)nc1,-1.0042604536,1.95242,38.35200000000001,9.0,1.0,48.0,1.0,12.89,55.7458774436333,176.26405299160075,121.18299999999998,0,1,-0.26132413326825754,0.0372366799611105
68,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.9799872046,2.3712000000000004,62.90380000000005,16.0,3.0,94.0,0.0,46.53,98.18202632880626,15846.315315405198,228.332,1,3,-0.4601547444888253,0.33444454892075026
69,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.1784471289,1.5576,95.04840000000004,26.0,2.0,142.0,0.0,94.83,153.34130809395185,723.9130815015496,360.4500000000002,3,5,-0.3927606978408493,0.1896291629209311
72,CC(=C)C(=O)OCCOc1ccccc1,-2.9526471698,2.1847000000000003,57.71000000000004,15.0,5.0,80.0,1.0,35.53,89.32006533274989,329.98028532933694,206.241,0,3,-0.4900440895283484,0.33272826438282715
73,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.1510889183,3.7177000000000016,92.76200000000009,24.0,13.0,136.0,1.0,46.150000000000006,144.73754560065805,475.07010591802384,338.44400000000013,0,5,-0.4535847260382675,0.23080064349119792
74,CF,-0.1758743764999999,0.5857,7.032,2.0,0.0,14.0,0.0,0.0,12.904786430755784,2.0,34.033,0,0,-0.25472973849573893,0.07850795711479129
75,C(COc1ccccc1)Oc2ccccc2,-3.9885265275,3.144400000000002,63.87400000000004,16.0,5.0,82.0,2.0,18.46,95.445472013368,356.0952225964737,214.26399999999998,0,2,-0.4900464059792477,0.12220727541620477
76,CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,-7.2780387128,5.998200000000005,112.04680000000003,25.0,6.0,136.0,2.0,52.04,161.05929020291927,716.9411214738501,379.37500000000017,2,2,-0.3982393395456349,0.04934958011420551
77,[Na+].Cc1cc(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)c5ccccc5,-1.4396051212999998,1.5511600000000008,153.6724999999998,42.0,6.0,208.0,4.0,158.48999999999998,265.1176663820488,1889.0811835864984,591.6210000000003,3,8,-0.7439776392395779,1.0
78,CCCC(CCC)C(O)=O,-1.8579774272,2.2874,40.9418,10.0,5.0,60.0,0.0,37.3,62.24960168084558,93.43071362054202,144.214,1,1,-0.4810264638850934,0.3059867788595576
79,[Zn++].[S-]c1sc2ccccc2n1.[S-]c3sc4ccccc4n3,-4.285895804,4.401700000000002,90.502,21.0,0.0,100.0,4.0,25.78,153.77114141464494,718.0672908331296,397.8900000000001,0,6,-0.4082497379409627,2.0
80,Oc1ccccc1.ClCC2CO2.C=O,-4.0347567611,1.8313,55.68780000000003,14.0,1.0,78.0,1.0,49.83,88.26957003924096,224.06853695944784,216.66399999999993,1,3,-0.5079669948663066,0.11507481947527982
81,CCCCCC/C=C/C1CC(=O)OC1=O,-4.0217535152,2.6027000000000005,57.10500000000003,15.0,6.0,84.0,0.0,43.370000000000005,90.49476953007316,255.59284654013777,210.27299999999994,0,3,-0.3926656431624468,0.3205280269184948
82,CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3,-5.229282852,4.694800000000003,111.25140000000005,28.0,4.0,152.0,2.0,90.29,170.41518140389243,703.0190510341763,406.9060000000002,3,4,-0.5079666362160915,0.3301633832338257
83,CC1=CC[C@H]2C[C@@H]1C2(C)C,-4.7725704235,2.9987000000000013,43.75200000000002,10.0,0.0,56.0,0.0,0.0,63.322464718156304,186.21499122004107,136.238,0,0,-0.08501290675016873,-0.014892219704730342
84,C[Si](C)(C)O[Si](C)(C)C,-4.909505216,2.6728000000000005,47.77700000000003,9.0,2.0,56.0,0.0,9.23,60.68613837789019,76.2114326716684,162.38099999999997,0,1,-0.45593439336605684,0.16986295509254018
85,FC(=C)C(F)(F)F,-2.7599573667,2.0319000000000003,16.303,7.0,0.0,42.0,0.0,0.0,37.44167383614344,79.42592196522058,114.04100000000001,0,0,-0.20246122055826105,0.4417905581462222
86,O=C1Oc2ccccc2C=C1,-1.8860303607,1.793,42.484000000000016,11.0,0.0,54.0,2.0,30.21,63.07940657528497,11054.391916542883,146.14499999999998,0,2,-0.4227294736611369,0.33569031616433825
87,CC(=C)C1CCC(=CC1)C,-3.8464965295,3.308900000000002,45.91200000000003,10.0,1.0,56.0,0.0,0.0,1946.9473264136795,162.8771237954945,136.238,0,0,-0.099849370815529,-0.017096319446087898
88,[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1,-12.9665395149826,4.725610000000006,210.43139999999937,54.0,16.0,278.0,5.0,124.12,342.9892579699156,2098.8026452419267,775.969,0,9,-0.7440356415940687,1.0
91,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,-3.0887781924,2.7643000000000013,54.78300000000005,14.0,1.0,80.0,0.0,26.3,2440.036670985424,269.49529453537843,196.29,0,2,-0.4619500594812354,0.30242017240296076
92,[Pb++].[O-][Si]([O-])=O,-6.6197116003,-3.2584,12.1945,5.0,0.0,26.0,0.0,63.19,50.69643661138922,29.87430298092722,283.283,0,3,-0.6723890340062544,2.0
93,CCCC(=O)OC(C)(C)Cc1ccccc1,-4.1359426126,3.3510000000000018,65.22500000000005,16.0,5.0,88.0,1.0,26.3,97.6260073642205,327.84839499722005,220.31199999999998,0,2,-0.45929812603360776,0.30581164700437974
95,CCCOCC(C)OCC(C)O,-0.0700526508,1.1989,48.204800000000034,12.0,7.0,74.0,0.0,38.69,74.68011215421217,93.77443751081736,176.25599999999997,1,3,-0.39101873109991886,0.0781251747965488
96,CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,-4.1708247593,2.2430000000000003,60.63700000000004,16.0,3.0,88.0,0.0,58.86,95.8614723044708,352.0302611774938,222.28799999999995,0,4,-0.2113796383837377,0.23472652621182352
97,CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN,-4.4100874366000005,4.601900000000001,118.06630000000008,27.0,19.0,162.0,0.0,101.37,167.9046629813766,305.9330151827408,385.6370000000001,4,4,-0.4812303897852169,0.3028395565321945
98,CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O,-1.5218900849,4.233800000000003,123.92940000000009,33.0,8.0,172.0,3.0,115.11,196.28930415538943,1087.7657079061817,469.92900000000026,0,7,-0.5504770280073037,0.27057575830085834
99,O=C(Oc1ccccc1)Oc2ccccc2,-4.2169166627,3.264400000000002,59.53600000000003,16.0,2.0,80.0,2.0,35.53,958.1569959364396,407.6186271235691,214.21999999999997,0,3,-0.39471884462288653,0.5189243309988207
100,CCCCC(CC)C(=O)OC=C,-4.1519109764,2.8895000000000017,49.59500000000003,12.0,6.0,70.0,0.0,26.3,74.6091943547654,140.7740056622918,170.25199999999998,0,2,-0.4349163791313917,0.3132048118300914
101,CC(=C)C(=O)NCNC(=O)C(C)=C,-1.1892367555,0.3285,50.780400000000014,13.0,4.0,72.0,0.0,58.2,77.70235044593753,230.34031643968072,182.22299999999998,2,2,-0.3349272429022071,0.2471907342768403
102,C\1C\C=C/CC\C=C1,-2.9659771733,2.6728000000000014,36.748,8.0,0.0,44.0,0.0,0.0,50.90880861070806,72.60593781761291,108.184,0,0,-0.08822056369585064,-0.031598860879652496
103,CO[Si](CCCN=C=O)(OC)OC,-3.2569810012,0.5903999999999998,49.19350000000003,13.0,7.0,76.0,0.0,57.120000000000005,79.07735682073559,169.06669317043506,205.286,0,5,-0.3768247265743305,0.4997085206937631
104,CCO[Si](CCCCl)(OCC)OCC,-3.3285834497000004,25.36600580300785,60.776000000000046,14.0,9.0,86.0,0.0,27.69,93.0536626905066,118.20592425326386,240.80299999999994,0,3,-0.37374406032118895,0.500467682771808
105,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.3876832538,3.600400000000003,1014.5591261727038,20.0,8.0,110.0,1.0,52.60000000000001,119.63095892256436,398.85794216890986,278.348,0,4,-0.4620783967394106,0.33850596455259063
107,Oc1ccc(c(O)c1O)C(=O)c2ccccc2,-3.3451078238,2.0344,61.31090000000003,17.0,2.0,86.0,2.0,77.75999999999999,97.39766279658942,561.1321875173596,230.219,3,4,-0.5041607996842388,0.20055218790338453
108,CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449,4.163100000000004,75.57300000000005,19.0,10.0,108.0,0.0,43.370000000000005,115.95453798765962,307.11590649725093,266.381,0,3,-0.39289969731410423,0.3169877388677998
109,CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O,-4.4255032449,3.730800000000003,75.36300000000004,19.0,6.0,108.0,0.0,43.370000000000005,115.95453798765962,368.1903353571112,266.381,0,3,-0.3926580489488458,0.3208022589915742
111,CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O,-5.424547549700001,4.430900000000003,81.64630000000005,21.0,10.0,116.0,1.0,63.6,125.67658955965013,5573.979312129084,292.37500000000006,1,3,-0.47763922500793254,0.33518286770725775
112,CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.676541808600001,5.244800000000006,125.02800000000008,28.0,21.0,170.0,0.0,55.38000000000001,182.77266615089707,289.9984127700166,474.8340000000004,0,8,-0.37374417434685164,0.5004551803871921
113,COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104,3.2977000000000025,72.44200000000004,18.0,6.0,98.0,1.0,35.53,108.4148916759397,390.7046703843559,248.32199999999995,0,3,-0.4967678242051967,0.3302610919052754
114,CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122621900001,4.6685000000000025,90.95750000000008,22.0,16.0,130.0,0.0,66.4,135.61040710846353,279.5058337171213,313.482,2,2,-0.4799304476175775,0.322469257252935
115,C\1C\C=C/CC\C=C/CC/C=C1,-5.3651562541,4.009200000000003,55.12200000000004,12.0,0.0,66.0,0.0,0.0,75.67897403611023,121.19311924156366,162.276,0,0,-0.08822056369585064,-0.031598860879652496
117,BrCc1ccc(cc1)c2ccccc2C#N,-6.6566491092,4.120180000000003,69.22400000000003,16.0,2.0,78.0,2.0,23.79,103.47850884146428,523.1767595439565,272.14500000000004,0,1,-0.1924137524981289,0.09976675259452167
118,CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2,-6.214524895199999,15.420399999999969,250.6733999999988,58.0,32.0,344.0,0.0,76.66,361.9953267348446,988.84852755604,819.3979999999995,2,6,-0.462213994597087,0.3055563070248599
122,c1cc2ccc3cccc4ccc(c1)c2c34,-6.1787966156,4.584000000000002,70.14600000000003,16.0,0.0,74.0,4.0,0.0,93.45542159483816,666.6198058168793,202.25599999999997,0,0,-0.06103258638098143,-0.0026808061111411405
124,CCC(CC)CC1(CCCCC1)C#N,-6.5873382321000005,4.286780000000004,59.82000000000005,14.0,115.28841916534066,80.0,0.0,23.79,88.50530492852835,191.77132754726787,193.33399999999997,0,1,-0.19772153992210295,0.06893489705639787
125,COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,-6.9290130346000005,2.930000000000001,90.51640000000005,23.0,72.95244330540213,120.0,2.0,58.85,134.59356503642826,662.487877093113,313.35699999999997,0,5,-0.49676588986899306,0.2690752686632524
126,CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.2523945018,9.186800000000003,143.93399999999988,34.0,25.0,202.0,0.0,52.60000000000001,211.87270700443256,416.7216822476719,482.7900000000005,0,4,-0.46567500452711613,0.30527751551233107
127,CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,-7.4042503575,8.713220000000003,161.1881999999996,40.0,9.0,204.0,4.0,50.8,236.3036951018622,1540.0231874767644,532.6840000000002,1,5,-0.45633185964936873,0.3396754491276225
